N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,Y,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,N,W,W,N,N,N,N,W,W,W,N,N,W,W,W,N,N,N,N,W,W,N,N,N,N,N,W,W,N
N,W,W,N,N,N,N,N,W,W,N,N,N,N,W,W,W,N,N,W,W,W,N,N,N,N,W,W,N,N,N,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,W,W,N,N,N,W,W,W,W,W,W,P,N,N,P,W,W,W,W,W,W,N,N,N,W,W,N,N,W,W,N
N,W,W,W,W,W,W,N,N,N,W,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,N,N,N,W,W,W,W,W,W,N
N,W,W,W,W,W,W,N,N,N,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,N,N,N,W,W,W,W,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,N,N,N,N,W,W,N,N,N,W,W,W,W,W,W,W,W,N,N,N,W,W,N,N,N,N,N,N,W,W,N
N,W,W,N,N,N,N,N,N,W,W,N,N,N,W,W,W,W,W,W,W,W,N,N,N,W,W,N,N,N,N,N,N,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,C,C,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,G,G,N,W,W,N
N,W,W,C,C,C,C,W,W,N,N,N,W,W,N,N,W,W,W,W,N,N,W,W,N,N,N,W,W,G,G,G,G,W,W,N
N,W,W,C,C,C,C,W,W,N,N,N,W,W,N,N,W,W,W,W,N,N,W,W,N,N,N,W,W,G,G,G,G,W,W,N
N,W,W,N,C,C,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,G,G,N,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,N,N,W,W,N,N,N,W,W,W,W,W,W,W,W,N,N,N,W,W,N,N,N,N,N,N,W,W,N
N,W,W,N,N,N,N,N,N,W,W,N,N,N,W,W,W,W,W,W,W,W,N,N,N,W,W,N,N,N,N,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,W,W,W,W,N,N,N,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,N,N,N,W,W,W,W,W,W,N
N,W,W,W,W,W,W,N,N,N,W,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,N,N,N,W,W,W,W,W,W,N
N,W,W,N,N,W,W,N,N,N,W,W,W,W,W,W,R,N,N,R,W,W,W,W,W,W,N,N,N,W,W,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N,N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N
N,W,W,N,N,N,N,N,W,W,N,N,N,N,W,W,W,N,N,W,W,W,N,N,N,N,W,W,N,N,N,N,N,W,W,N
N,W,W,N,N,N,N,N,W,W,N,N,N,N,W,W,W,N,N,W,W,W,N,N,N,N,W,W,N,N,N,N,N,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,O,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
