N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,P
N,W,N,N,W,W,W,N,N,N,N,N,W,W,W,W,W,N,N,W,N,N,N,N,N,N,N,N,N,N,N,N,W,N,W,N
N,W,N,W,W,N,W,W,W,W,W,W,W,N,W,W,W,N,N,W,N,W,W,W,W,W,W,W,W,W,W,W,W,N,W,N
N,W,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,N,N,W,N,W,N,W,N,N,N,N,N,N,N,N,W,N,W,N
N,W,W,W,W,W,W,W,N,W,W,W,N,W,W,W,W,N,N,W,N,W,N,W,W,W,W,W,W,W,W,W,W,N,W,N
N,W,W,N,W,W,W,W,W,W,N,W,W,W,W,N,W,N,N,W,N,W,N,W,N,N,N,N,N,N,W,N,W,N,W,N
N,W,W,N,W,W,N,W,W,N,N,N,W,W,W,N,W,N,N,W,N,W,N,W,N,W,W,W,W,N,W,N,W,N,W,N
N,W,W,N,W,N,W,W,W,W,N,W,W,W,W,N,W,N,N,W,N,W,N,W,N,W,N,N,W,N,W,N,W,N,W,N
N,W,W,N,W,N,W,W,N,W,W,W,N,W,W,N,W,N,N,W,N,W,N,W,N,W,W,N,W,N,W,N,W,N,W,N
N,W,W,N,W,W,W,N,W,W,W,W,W,W,W,N,W,N,N,W,N,W,N,W,N,W,O,N,W,N,W,N,W,N,W,N
N,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,W,N,N,W,N,W,N,W,N,W,N,N,W,N,W,N,W,N,W,N
N,W,N,N,W,N,W,W,N,N,W,W,W,N,N,W,W,N,N,W,N,W,N,W,W,W,W,W,W,W,W,N,W,N,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,N,W,W,W,N,N,W,N,W,N,N,N,N,N,N,N,N,W,N,W,N,W,N
N,W,N,N,W,N,W,N,N,N,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,W,W,W,N
N,G,N,N,W,N,W,W,W,W,W,W,W,W,W,N,N,W,W,N,N,W,N,N,N,N,N,N,N,N,N,N,N,N,W,N
N,G,G,W,W,W,W,W,W,W,W,W,W,W,W,N,C,C,C,C,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,G,N,N,N,N,N,N,N,N,N,N,N,N,W,W,C,C,C,C,W,W,N,N,N,N,N,N,N,N,N,N,N,N,W,N
N,W,N,N,N,N,N,N,N,N,N,N,N,N,W,W,C,C,C,C,W,W,N,N,N,N,N,N,N,N,N,N,N,N,G,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,C,C,C,C,N,W,W,W,W,W,W,W,W,W,W,W,W,G,G,N
N,W,N,N,N,N,N,N,N,N,N,N,N,N,W,N,N,W,W,N,N,W,W,W,W,W,W,W,W,W,N,W,N,N,G,N
N,W,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,N,N,N,W,N,W,N,N,W,N
N,W,N,W,N,W,N,W,N,N,N,N,N,N,W,N,W,N,N,W,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N,N,W,W,N,N,W,W,W,N,N,W,W,N,W,N,N,W,N
N,W,N,W,N,W,N,W,N,N,W,N,W,N,W,N,W,N,N,W,W,W,W,W,W,N,W,W,W,W,W,W,W,W,W,N
N,W,N,W,N,W,N,W,N,Y,W,N,W,N,W,N,W,N,N,W,N,W,W,W,W,W,W,W,N,W,W,W,N,W,W,N
N,W,N,W,N,W,N,W,N,W,W,N,W,N,W,N,W,N,N,W,N,W,W,N,W,W,W,N,W,W,N,W,N,W,W,N
N,W,N,W,N,W,N,W,N,N,W,N,W,N,W,N,W,N,N,W,N,W,W,W,W,N,W,W,W,W,N,W,N,W,W,N
N,W,N,W,N,W,N,W,W,W,W,N,W,N,W,N,W,N,N,W,N,W,W,W,N,N,N,W,W,N,W,W,N,W,W,N
N,W,N,W,N,W,N,N,N,N,N,N,W,N,W,N,W,N,N,W,N,W,W,W,W,N,W,W,W,W,W,W,N,W,W,N
N,W,N,W,W,W,W,W,W,W,W,W,W,N,W,N,W,N,N,W,W,W,W,N,W,W,W,N,W,W,W,W,W,W,W,N
N,W,N,W,N,N,N,N,N,N,N,N,W,N,W,N,W,N,N,W,W,N,N,W,W,W,W,W,W,W,N,N,W,W,W,N
N,W,N,W,W,W,W,W,W,W,W,W,W,W,W,N,W,N,N,W,W,W,N,W,W,W,W,W,W,W,N,W,W,N,W,N
N,W,N,W,N,N,N,N,N,N,N,N,N,N,N,N,W,N,N,W,W,W,W,W,N,N,N,N,N,W,W,W,N,N,W,N
P,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
