N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N
N,W,W,N,W,N,W,N,W,W,W,N,N,N,N,N,W,W,W,W,N,N,N,N,N,W,W,W,N,W,N,W,N,W,W,N
N,P,W,N,W,W,W,N,W,N,W,N,W,W,W,W,W,N,N,W,W,W,W,W,N,W,N,W,N,W,W,W,N,W,R,N
N,W,W,N,N,N,W,N,W,N,W,W,W,N,W,N,W,W,W,W,N,W,N,W,W,W,N,W,N,W,N,N,N,W,W,N
N,W,W,W,W,W,W,W,W,N,W,N,N,N,W,N,W,N,N,W,N,W,N,N,N,W,N,W,W,W,W,W,W,W,W,N
N,W,N,N,W,W,N,N,W,N,W,W,W,W,W,N,W,N,N,W,N,W,W,W,W,W,N,W,N,N,W,W,N,N,W,N
N,W,N,W,W,N,N,W,W,N,N,N,W,N,N,N,W,W,W,W,N,N,N,W,N,N,N,W,W,N,N,W,W,N,W,N
N,W,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,N,N,W,W,W,W,W,N,W,W,W,W,W,W,W,W,W,W,N
N,W,N,W,N,W,N,N,N,N,W,N,W,N,W,W,W,N,N,W,W,W,N,W,N,W,N,N,N,N,W,N,W,W,W,N
N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N,W,W,W,W,N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N
N,W,N,W,N,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,W,N,W,N
N,W,N,W,W,W,W,W,W,W,N,W,N,N,W,W,W,W,W,W,W,W,N,N,W,N,W,W,W,W,W,W,W,N,W,N
N,W,N,N,N,N,W,N,W,W,N,W,N,Y,W,W,N,C,C,N,W,W,W,N,W,N,W,W,N,W,N,N,N,N,W,N
N,W,W,W,W,W,W,N,N,W,N,W,N,N,W,W,N,C,C,N,W,W,N,N,W,N,W,N,N,W,W,W,W,W,W,N
N,W,N,N,N,N,N,N,W,W,N,W,W,W,W,N,N,N,N,N,N,W,W,W,W,N,W,W,N,N,N,N,N,N,W,N
N,W,W,W,W,W,W,W,W,N,N,W,W,N,W,W,W,N,N,W,W,W,N,W,W,N,N,W,W,W,W,W,W,W,W,N
N,N,W,N,W,N,N,W,W,W,W,W,N,N,N,W,W,N,N,W,W,N,N,N,W,W,W,W,W,N,N,W,N,W,N,N
N,N,W,N,W,N,N,W,W,W,W,W,N,N,N,W,W,N,N,W,W,N,N,N,W,W,W,W,W,N,N,W,N,W,N,N
N,W,W,W,W,W,W,W,W,N,N,W,W,N,W,W,W,N,N,W,W,W,N,W,W,N,N,W,W,W,W,W,W,W,W,N
N,W,N,N,N,N,N,N,W,W,N,W,W,W,W,N,N,N,N,N,N,W,W,W,W,N,W,W,N,N,N,N,N,N,W,N
N,W,W,W,W,W,W,N,N,W,N,W,N,N,W,W,N,G,G,N,W,W,N,N,W,N,W,N,N,W,W,W,W,W,W,N
N,W,N,N,N,N,W,N,W,W,N,W,N,W,W,W,N,G,G,N,W,W,O,N,W,N,W,W,N,W,N,N,N,N,W,N
N,W,N,W,W,W,W,W,W,W,N,W,N,N,W,W,W,W,W,W,W,W,N,N,W,N,W,W,W,W,W,W,W,N,W,N
N,W,N,W,N,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,W,N,W,N
N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N,W,W,W,W,N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N
N,W,N,W,N,W,N,N,N,N,W,N,W,N,W,W,W,N,N,W,W,W,N,W,N,W,N,N,N,N,W,N,W,N,W,N
N,W,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,N,N,W,W,W,W,W,N,W,W,W,W,W,W,W,W,W,W,N
N,W,N,W,W,N,N,W,W,N,N,N,W,N,N,N,W,W,W,W,N,N,N,W,N,N,N,W,W,N,N,W,W,N,W,N
N,W,N,N,W,W,N,N,W,N,W,W,W,W,W,N,W,N,N,W,N,W,W,W,W,W,N,W,N,N,W,W,N,N,W,N
N,W,W,W,W,W,W,W,W,N,W,N,N,N,W,N,W,N,N,W,N,W,N,N,N,W,N,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,W,N,W,N,W,W,W,N,W,N,W,W,W,W,N,W,N,W,W,W,N,W,N,W,N,N,N,W,W,N
N,P,W,N,W,W,W,N,W,N,W,N,W,W,W,W,W,N,N,W,W,W,W,W,N,W,N,W,N,W,W,W,N,W,R,N
N,W,W,N,W,N,W,N,W,W,W,N,N,N,N,N,W,W,W,W,N,N,N,N,N,W,W,W,N,W,N,W,N,W,W,N
N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
