N,N,N,N,N,N,N,N,N,N,N,N,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,N,N,N,N,N,N,W,W,W,W,W,N
N,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,W,W,W,W,W,W,W,W,N,W,W,R,W,W,N
N,W,W,N,W,W,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,W,W,N,N,N,N,W,W,N,W,W,N,W,W,N
N,W,W,N,W,W,N,N,N,N,W,W,W,W,W,W,N,N,N,N,N,W,W,W,W,W,N,W,W,N,W,W,N,W,W,N
N,W,W,W,W,W,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,W,W,W,N,W,N,W,W,W,W,W,N,W,W,N
N,W,W,W,W,W,N,N,N,N,W,W,W,W,W,W,W,W,W,N,W,N,W,W,W,W,N,W,W,N,N,W,W,W,W,N
N,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,N,W,W,N,W,N,W,W,W,W,W,W,W,N,N,W,W,W,W,N
N,W,W,N,W,W,N,W,N,N,W,W,N,N,W,W,N,W,W,N,W,N,W,W,W,W,W,W,W,W,W,W,W,N,N,N
N,W,W,N,W,W,N,W,N,W,W,W,W,N,W,W,N,W,W,N,W,N,W,W,N,N,N,N,N,N,W,W,W,W,W,N
N,W,W,N,W,W,N,W,N,W,N,N,W,N,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,O,W,W,W,N
N,W,W,N,W,W,N,W,N,W,W,W,W,N,W,W,N,W,W,W,W,W,W,W,N,N,N,N,N,N,W,W,N,W,W,N
N,W,W,N,W,W,N,W,N,N,W,W,N,N,W,W,N,W,N,N,N,N,N,W,W,W,W,W,W,W,W,W,N,W,W,N
N,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,W,W,N,W,W,N,N,N,N,N,N,W,W,N
N,W,W,W,W,N,N,N,N,N,W,W,W,W,W,W,N,W,N,W,N,W,N,W,N,W,W,W,W,W,W,W,W,W,W,N
N,W,N,N,N,W,W,W,W,W,N,W,W,W,W,W,N,W,N,W,N,W,N,W,N,W,N,W,W,W,W,W,W,N,W,N
N,W,W,W,W,W,W,Y,N,W,W,W,N,N,N,W,N,W,N,W,N,W,N,W,W,W,N,W,W,N,W,N,W,W,W,N
N,W,N,N,N,N,W,W,W,W,W,N,W,W,W,W,N,W,N,W,N,W,N,W,W,W,W,W,W,N,W,N,W,N,W,N
N,W,W,W,W,N,W,W,W,N,W,W,W,N,N,W,N,W,N,W,N,W,N,W,N,N,N,N,W,W,W,N,W,W,W,N
N,W,W,W,W,N,W,N,W,W,W,N,W,W,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,W,N,W,N
N,W,W,W,W,W,W,W,W,W,W,W,N,N,N,W,N,W,W,N,W,W,N,N,N,N,N,N,N,W,W,N,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,W,W,W,W,W,N,W,W,N,W,N
N,W,W,N,N,N,N,N,W,W,W,N,N,N,N,N,N,W,W,W,N,N,N,N,N,N,N,N,N,N,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,N,C,C,C,C,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,N,N
N,W,N,W,N,W,N,W,N,W,W,N,C,C,C,C,N,W,W,W,W,W,N,W,N,W,W,W,W,W,W,W,W,W,W,N
N,W,N,W,N,W,N,W,N,W,W,N,N,C,C,N,N,W,W,W,W,W,N,W,N,W,W,W,N,G,N,W,W,W,W,N
N,W,N,W,N,W,N,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,N,W,N,W,W,N,G,G,G,N,W,W,W,N
N,W,N,W,W,W,W,W,W,W,N,N,N,N,W,N,N,N,N,W,W,W,W,W,N,W,W,N,G,G,G,N,W,W,W,N
N,W,N,W,N,N,N,N,N,W,W,W,W,W,W,W,W,W,W,W,N,N,N,W,N,W,N,G,G,R,G,G,N,W,W,N
N,W,N,W,W,W,W,W,W,W,N,N,N,N,W,N,N,N,N,W,W,W,W,W,W,W,N,G,N,N,N,G,N,W,W,N
N,W,W,W,N,N,N,N,N,W,W,W,W,W,W,W,W,W,W,W,N,N,N,N,W,N,G,G,G,N,G,G,G,N,W,N
N,W,N,W,W,W,W,W,W,W,N,N,N,N,W,N,N,N,N,W,W,W,W,W,W,N,G,G,G,G,G,G,G,N,W,N
N,W,N,W,N,N,N,N,N,W,W,W,W,W,W,W,W,W,W,W,N,N,N,N,W,W,W,N,N,W,N,N,W,W,W,N
N,W,N,W,W,W,W,W,W,W,W,W,W,W,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
