N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,W,W,N
N,G,G,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,G,G,N
N,G,G,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,G,G,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,W,W,N
N,W,W,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,W,W,N
N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N
N,W,W,W,W,W,W,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,W,W,W,W,W,W,N
N,N,N,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,C,C,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,N,C,C,C,C,C,C,C,C,N,W,W,N,N,W,W,N,N,N,N,N,N,N
P,W,W,W,W,W,W,W,W,W,W,W,W,N,C,C,C,C,C,C,C,C,N,W,W,W,W,W,W,W,W,W,W,W,W,P
R,W,W,W,W,W,W,W,W,W,W,W,W,N,C,C,C,C,C,C,C,C,N,W,W,W,W,W,W,W,W,W,W,W,W,R
N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N
N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,W,W,N
N,W,W,N,N,N,N,W,W,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,W,W,N,N,N,N,W,W,N
N,G,G,W,W,N,N,W,W,W,W,W,W,W,W,W,W,Y,O,W,W,W,W,W,W,W,W,W,W,N,N,W,W,G,G,N
N,G,G,W,W,N,N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N,N,W,W,G,G,N
N,N,N,N,W,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,W,N,N,N,N
N,N,N,N,W,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,W,N,N,N,N
N,W,W,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,N,N,W,W,W,W,W,W,W,W,N
N,W,W,N,N,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,N,N,W,W,N
N,W,W,N,N,N,N,N,N,N,N,N,N,N,N,W,W,N,N,W,W,N,N,N,N,N,N,N,N,N,N,N,N,W,W,N
N,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,N
N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
